customer_id,recency,frequency,monetary,R,F,M,rfm_score,segment
B110CD53-E,10,3,501.79999999999995,4,4,4,12,Champions
B111DF1B-E,486,1,136.31,1,2,3,6,At Risk
B111F789-4,311,2,98.0,2,3,2,7,Potential Loyalist
B11243DD-E,156,2,120.88,3,3,2,8,Potential Loyalist
B1124CE5-1,369,1,46.55,2,2,1,5,At Risk
B112A58E-F,172,9,566.36,3,4,4,11,Champions
B112FB86-0,19,51,3349.86,4,4,4,12,Champions
B1130F5D-3,597,1,140.89,1,2,3,6,At Risk
B11342ED-B,232,2,88.2,2,3,2,7,Potential Loyalist
B1134CD7-E,119,7,485.33,3,4,4,11,Champions
B1136E1C-7,192,1,57.27,3,2,2,7,Potential Loyalist
B11496D2-9,545,1,46.55,1,2,1,4,Lost
B114BDE6-9,16,1,60.84,4,2,2,8,Potential Loyalist
B114F3DF-A,151,3,258.11,3,4,4,11,Champions
B11509D1-4,561,1,46.66,1,2,1,4,Lost
B1150D48-F,258,2,100.53999999999999,2,3,2,7,Potential Loyalist
B115B50E-2,13,8,826.37,4,4,4,12,Champions
B115E04E-8,690,1,114.65,1,2,2,5,At Risk
B11662C6-E,31,3,284.32,4,4,4,12,Champions
B116BE0A-F,112,2,93.1,3,3,2,8,Potential Loyalist
B116C119-C,306,2,85.75,2,3,2,7,Potential Loyalist
B116CAE3-B,74,2,85.75,4,3,2,9,Loyal
B11703B9-6,147,4,358.02,3,4,4,11,Champions
B1172F0C-B,119,1,49.0,3,2,1,6,At Risk
B11751C4-3,210,2,196.15,3,3,3,9,Loyal
B11751F7-F,270,1,47.01,2,2,1,5,At Risk
B1177A0B-A,595,1,41.65,1,2,1,4,Lost
B11791F1-7,227,1,46.55,2,2,1,5,At Risk
B117B20F-D,546,1,128.35,1,2,3,6,At Risk
B117B4F8-B,271,2,98.0,2,3,2,7,Potential Loyalist
B117F8B9-C,469,1,46.55,1,2,1,4,Lost
B11846CF-F,374,2,225.69,2,3,4,9,Loyal
B1184D4C-2,326,2,90.65,2,3,2,7,Potential Loyalist
B11859F7-3,521,2,88.19999999999999,1,3,2,6,At Risk
B1187C62-1,140,3,236.76,3,4,4,11,Champions
B11920FB-E,258,5,386.4,2,4,4,10,Loyal
B1194692-1,43,2,151.25,4,3,3,10,Loyal
B1195D16-9,244,1,55.84,2,2,2,6,At Risk
B119E2C0-9,220,1,49.0,3,2,1,6,At Risk
B11A1C30-6,146,2,191.97,3,3,3,9,Loyal
B11A9614-A,607,1,77.39,1,2,2,5,At Risk
B11ADEA3-E,3,1,71.76,4,2,2,8,Potential Loyalist
B11B16EF-0,24,1,49.0,4,2,1,7,Potential Loyalist
B11B1795-2,431,3,172.39,1,4,3,8,Potential Loyalist
B11B1A79-8,181,1,36.75,3,2,1,6,At Risk
B11B2624-8,2,7,420.24,4,4,4,12,Champions
B11B45AB-2,218,3,358.16999999999996,3,4,4,11,Champions
B11B7E7B-E,625,1,46.55,1,2,1,4,Lost
B11B849F-A,128,4,323.56,3,4,4,11,Champions
B11BE5DC-9,685,1,179.95,1,2,3,6,At Risk
B11BEEEB-3,305,3,175.25,2,4,3,9,Loyal
B11C4C25-8,161,1,39.2,3,2,1,6,At Risk
B11C50D7-1,98,3,142.1,3,4,3,10,Loyal
B11C8E03-4,661,1,49.0,1,2,1,4,Lost
B11CA8CA-C,195,2,126.36999999999999,3,3,3,9,Loyal
B11CC7F2-1,360,2,273.93,2,3,4,9,Loyal
B11D1B9C-7,101,6,382.04,3,4,4,11,Champions
B11D22CB-4,293,1,46.55,2,2,1,5,At Risk
B11D850C-5,173,1,49.0,3,2,1,6,At Risk
B11DAC92-D,400,1,204.37,2,2,3,7,Potential Loyalist
B11E0059-B,68,3,337.49,4,4,4,12,Champions
B11E17EF-A,295,1,48.41,2,2,1,5,At Risk
B11E524D-8,730,1,36.75,1,2,1,4,Lost
B11E8431-F,108,5,262.65999999999997,3,4,4,11,Champions
B11F9C90-0,224,1,44.1,2,2,1,5,At Risk
B11FF1D0-D,328,1,79.49,2,2,2,6,At Risk
B1201CC6-3,70,3,322.18,4,4,4,12,Champions
B12043F4-8,273,3,168.94,2,4,3,9,Loyal
B120973B-1,122,5,380.27,3,4,4,11,Champions
B120B964-B,68,1,85.0,4,2,2,8,Potential Loyalist
B120E8C7-8,13,11,815.56,4,4,4,12,Champions
B1210268-9,24,2,93.1,4,3,2,9,Loyal
B12120D6-2,706,1,44.1,1,2,1,4,Lost
B1217E69-D,334,1,36.75,2,2,1,5,At Risk
B121E759-3,622,1,116.72,1,2,2,5,At Risk
B122322E-C,545,1,60.98,1,2,2,5,At Risk
B122A149-9,155,1,63.83,3,2,2,7,Potential Loyalist
B122C51D-4,11,4,287.28,4,4,4,12,Champions
B123167A-3,131,2,98.05000000000001,3,3,2,8,Potential Loyalist
B1232D87-9,297,1,148.8,2,2,3,7,Potential Loyalist
B123722E-D,108,7,599.26,3,4,4,11,Champions
B1238D42-A,264,2,85.75,2,3,2,7,Potential Loyalist
B1243BD8-E,630,1,107.05,1,2,2,5,At Risk
B1245788-4,14,2,155.49,4,3,3,10,Loyal
B124947D-5,371,3,165.3,2,4,3,9,Loyal
B124ABD4-A,485,1,46.55,1,2,1,4,Lost
B124E014-6,53,3,305.33000000000004,4,4,4,12,Champions
B124E63C-B,69,2,98.0,4,3,2,9,Loyal
B124FC57-4,453,1,49.0,1,2,1,4,Lost
B1250B74-8,124,1,73.94,3,2,2,7,Potential Loyalist
B125609B-D,450,2,188.74,1,3,3,7,Potential Loyalist
B1258239-1,307,2,98.0,2,3,2,7,Potential Loyalist
B125C2C5-0,375,2,218.99,2,3,3,8,Potential Loyalist
B126B9FB-D,234,1,39.2,2,2,1,5,At Risk
B126CF14-7,258,2,93.72,2,3,2,7,Potential Loyalist
B12704CA-5,297,2,75.95,2,3,2,7,Potential Loyalist
B127104C-5,254,2,138.98,2,3,3,8,Potential Loyalist
B127401D-B,57,7,589.49,4,4,4,12,Champions
B127D855-F,81,8,589.92,4,4,4,12,Champions
B127D884-E,424,2,200.56,1,3,3,7,Potential Loyalist
B12869CF-3,289,2,88.19999999999999,2,3,2,7,Potential Loyalist
B1286E7E-E,96,4,189.75,3,4,3,10,Loyal
B128AD8D-6,368,4,306.82,2,4,4,10,Loyal
B128DFC9-1,178,2,301.21,3,3,4,10,Loyal
B128EAD2-D,538,1,74.52,1,2,2,5,At Risk
B12903AB-E,250,3,458.52,2,4,4,10,Loyal
B129C7DC-1,213,1,46.55,3,2,1,6,At Risk
B12A26D1-7,302,1,54.48,2,2,2,6,At Risk
B12A3EA8-9,246,1,48.3,2,2,1,5,At Risk
B12A3F14-E,30,1,46.55,4,2,1,7,Potential Loyalist
B12AA8C5-F,295,2,88.2,2,3,2,7,Potential Loyalist
B12AE081-F,155,2,162.36,3,3,3,9,Loyal
B12AFB70-A,197,1,39.2,3,2,1,6,At Risk
B12B3C1B-6,615,1,157.02,1,2,3,6,At Risk
B12B536A-4,94,3,143.07,3,4,3,10,Loyal
B12B5D4F-C,88,4,194.29,4,4,3,11,Champions
B12B6680-7,221,5,290.86,2,4,4,10,Loyal
B12B937D-4,150,3,247.49,3,4,4,11,Champions
B12BAA76-E,531,1,41.38,1,2,1,4,Lost
B12BC3AF-6,157,2,158.28,3,3,3,9,Loyal
B12BD792-B,402,1,165.8,2,2,3,7,Potential Loyalist
B12C3C80-B,415,2,85.75,2,3,2,7,Potential Loyalist
B12C5331-7,384,3,151.03,2,4,3,9,Loyal
B12CB18E-7,112,4,169.05,3,4,3,10,Loyal
B12CB1C4-D,43,1,39.2,4,2,1,7,Potential Loyalist
B12CEB57-0,140,1,46.55,3,2,1,6,At Risk
B12D2575-B,47,4,184.65,4,4,3,11,Champions
B12D2E36-3,592,1,70.54,1,2,2,5,At Risk
B12D6A97-9,141,2,98.0,3,3,2,8,Potential Loyalist
B12DE248-F,559,1,49.0,1,2,1,4,Lost
B12E3C69-2,503,1,49.0,1,2,1,4,Lost
B12E8D7B-2,51,13,934.99,4,4,4,12,Champions
B12F11C3-6,321,1,53.67,2,2,1,5,At Risk
B12F4858-8,253,1,214.77,2,2,3,7,Potential Loyalist
B12F7113-7,91,2,260.53,4,3,4,11,Champions
B12F9BEA-A,253,4,188.65,2,4,3,9,Loyal
B12FE8C5-F,193,2,338.48,3,3,4,10,Loyal
B12FEE8B-A,87,7,779.4,4,4,4,12,Champions
B12FF7F8-5,195,2,90.65,3,3,2,8,Potential Loyalist
B1304964-4,265,2,91.72999999999999,2,3,2,7,Potential Loyalist
B1307C2E-9,141,6,282.4,3,4,4,11,Champions
B13108A7-B,222,1,75.46,2,2,2,6,At Risk
B131128F-6,242,2,93.1,2,3,2,7,Potential Loyalist
B131646E-F,466,1,63.7,1,2,2,5,At Risk
B131656A-4,55,3,291.7,4,4,4,12,Champions
B131671E-0,71,2,204.74,4,3,3,10,Loyal
B1316FDE-5,237,1,39.2,2,2,1,5,At Risk
B131CC07-C,624,1,49.9,1,2,1,4,Lost
B1326BF6-9,27,2,123.03999999999999,4,3,2,9,Loyal
B132BEB8-E,152,1,39.2,3,2,1,6,At Risk
B132D0EC-0,18,1,75.91,4,2,2,8,Potential Loyalist
B13334CF-9,672,1,46.55,1,2,1,4,Lost
B133685D-4,205,3,182.60000000000002,3,4,3,10,Loyal
B13385E0-4,101,2,176.45,3,3,3,9,Loyal
B1339546-3,233,1,146.67,2,2,3,7,Potential Loyalist
B133A7C9-A,684,1,49.0,1,2,1,4,Lost
B133ED55-0,505,1,64.89,1,2,2,5,At Risk
B134076B-2,403,6,380.79,2,4,4,10,Loyal
B134A41F-F,77,1,123.64,4,2,3,9,Loyal
B1352446-2,108,1,49.0,3,2,1,6,At Risk
B135CDCF-E,558,1,46.55,1,2,1,4,Lost
B135E38F-2,279,1,39.2,2,2,1,5,At Risk
B1362D07-4,35,4,380.71999999999997,4,4,4,12,Champions
B1375FB3-7,151,1,96.08,3,2,2,7,Potential Loyalist
B137A59D-4,23,5,270.73,4,4,4,12,Champions
B137E1BE-4,97,1,44.1,3,2,1,6,At Risk
B1388ECF-7,152,3,194.53,3,4,3,10,Loyal
B138C9C4-E,321,2,98.0,2,3,2,7,Potential Loyalist
B13946C5-2,654,1,44.1,1,2,1,4,Lost
B1399339-C,190,4,192.54000000000002,3,4,3,10,Loyal
B139A1D5-A,585,3,226.05,1,4,4,9,Loyal
B139AAC0-3,386,1,44.1,2,2,1,5,At Risk
B139E289-F,31,1,64.76,4,2,2,8,Potential Loyalist
B139F80B-4,592,1,107.15,1,2,2,5,At Risk
B13A8B47-2,148,4,169.05,3,4,3,10,Loyal
B13ACAF9-F,157,3,292.23,3,4,4,11,Champions
B13AD575-F,79,2,98.0,4,3,2,9,Loyal
B13AD6A5-C,94,1,64.16,3,2,2,7,Potential Loyalist
B13AEC2D-8,49,5,349.75,4,4,4,12,Champions
B13AF266-E,703,1,62.05,1,2,2,5,At Risk
B13B399E-0,127,2,154.32999999999998,3,3,3,9,Loyal
B13B8788-F,302,2,290.51,2,3,4,9,Loyal
B13BBDF9-B,308,1,220.75,2,2,3,7,Potential Loyalist
B13BDC66-E,95,4,191.53,3,4,3,10,Loyal
B13C2B8C-2,110,1,62.39,3,2,2,7,Potential Loyalist
B13C906D-2,78,3,239.58,4,4,4,12,Champions
B13D31C5-A,634,1,154.79,1,2,3,6,At Risk
B13D7BAE-0,25,1,100.05,4,2,2,8,Potential Loyalist
B13DBEB1-F,152,3,167.45,3,4,3,10,Loyal
B13DD039-7,76,1,175.54,4,2,3,9,Loyal
B13E160B-C,356,2,85.75,2,3,2,7,Potential Loyalist
B13E1DBC-D,171,1,44.1,3,2,1,6,At Risk
B13E7BC7-1,241,1,46.55,2,2,1,5,At Risk
B13F040A-2,55,1,44.1,4,2,1,7,Potential Loyalist
B13F2301-1,179,4,260.29,3,4,4,11,Champions
B13F2716-6,290,1,145.86,2,2,3,7,Potential Loyalist
B13F530C-F,42,4,328.29,4,4,4,12,Champions
B13F7A16-1,115,4,342.87,3,4,4,11,Champions
B13F8E8E-5,23,4,221.27,4,4,3,11,Champions
B13FB160-0,181,2,119.60999999999999,3,3,2,8,Potential Loyalist
B1400CF4-0,367,2,75.95,2,3,2,7,Potential Loyalist
B1402715-2,245,2,115.88999999999999,2,3,2,7,Potential Loyalist
B1409A26-B,532,1,46.55,1,2,1,4,Lost
B140E7A8-A,226,2,101.34,2,3,2,7,Potential Loyalist
B1415104-0,161,1,70.38,3,2,2,7,Potential Loyalist
B1416B0D-A,523,1,56.47,1,2,2,5,At Risk
B141D1F0-7,209,3,227.46,3,4,4,11,Champions
B141D331-A,631,1,119.71,1,2,2,5,At Risk
B1420898-9,144,5,312.07,3,4,4,11,Champions
B1422B74-A,530,1,44.1,1,2,1,4,Lost
B1425A85-E,17,2,75.95,4,3,2,9,Loyal
B1428139-3,52,6,375.76,4,4,4,12,Champions
B1428B31-6,208,1,69.97,3,2,2,7,Potential Loyalist
B142DCCE-A,422,2,164.75,1,3,3,7,Potential Loyalist
B142F768-8,271,2,211.19,2,3,3,8,Potential Loyalist
B142F799-9,559,1,166.79,1,2,3,6,At Risk
B1431185-3,373,1,50.55,2,2,1,5,At Risk
B14393D6-2,277,1,49.0,2,2,1,5,At Risk
B144935F-3,318,1,97.5,2,2,2,6,At Risk
B1456183-3,197,1,109.27,3,2,2,7,Potential Loyalist
B1457F90-1,585,1,46.55,1,2,1,4,Lost
B1459808-A,208,1,49.0,3,2,1,6,At Risk
B1460098-6,252,1,141.41,2,2,3,7,Potential Loyalist
B146117D-D,253,2,95.55,2,3,2,7,Potential Loyalist
B1463A7B-2,192,2,95.55,3,3,2,8,Potential Loyalist
B146AED4-F,540,1,171.58,1,2,3,6,At Risk
B146F076-1,147,3,215.8,3,4,3,10,Loyal
B1476DFE-4,175,4,188.65,3,4,3,10,Loyal
B1478E12-E,97,1,73.5,3,2,2,7,Potential Loyalist
B1480A3D-7,101,1,79.23,3,2,2,7,Potential Loyalist
B1481F27-4,18,9,575.49,4,4,4,12,Champions
B14822B4-B,361,1,36.75,2,2,1,5,At Risk
B148286C-1,296,1,44.1,2,2,1,5,At Risk
B148B2A6-E,380,1,65.16,2,2,2,6,At Risk
B148DC35-D,394,2,91.80000000000001,2,3,2,7,Potential Loyalist
B148E809-7,345,1,204.94,2,2,3,7,Potential Loyalist
B1491366-3,158,5,287.64,3,4,4,11,Champions
B149324B-A,659,1,57.12,1,2,2,5,At Risk
B14AA2D8-0,639,1,111.61,1,2,2,5,At Risk
B14AA3F3-6,414,3,194.93,2,4,3,9,Loyal
B14AC70A-4,176,2,114.09,3,3,2,8,Potential Loyalist
B14AF52E-F,59,1,150.2,4,2,3,9,Loyal
B14B696C-1,466,1,49.0,1,2,1,4,Lost
B14B8E38-2,223,1,46.55,2,2,1,5,At Risk
B14BC450-B,82,2,222.92,4,3,4,11,Champions
B14BCBD0-1,298,9,670.65,2,4,4,10,Loyal
B14C3439-1,95,3,142.1,3,4,3,10,Loyal
B14C6407-9,441,1,41.65,1,2,1,4,Lost
B14C8F58-F,46,2,113.23,4,3,2,9,Loyal
B14C9B19-9,539,1,49.0,1,2,1,4,Lost
B14CC2FE-C,228,1,39.2,2,2,1,5,At Risk
B14CEC55-3,722,1,46.55,1,2,1,4,Lost
B14D102C-D,187,1,67.65,3,2,2,7,Potential Loyalist
B14D86BD-8,345,1,46.55,2,2,1,5,At Risk
B14DD58E-B,468,1,75.14,1,2,2,5,At Risk
B14DE85E-B,29,5,269.03000000000003,4,4,4,12,Champions
B14DF342-E,158,3,207.62,3,4,3,10,Loyal
B14E5029-E,47,44,3206.07,4,4,4,12,Champions
B14E76E7-E,339,1,41.65,2,2,1,5,At Risk
B14F2661-8,236,3,313.96,2,4,4,10,Loyal
B14F2846-C,538,2,88.2,1,3,2,6,At Risk
B14F2C63-A,713,1,49.0,1,2,1,4,Lost
B14F7CE1-9,30,23,1642.95,4,4,4,12,Champions
B1508C8F-C,97,5,248.96,3,4,4,11,Champions
B150B179-C,70,3,277.34,4,4,4,12,Champions
B150D568-0,407,2,223.11,2,3,4,9,Loyal
B1515E4F-3,56,2,221.71,4,3,3,10,Loyal
B15167A5-3,348,1,46.55,2,2,1,5,At Risk
B1517FD9-F,372,1,41.65,2,2,1,5,At Risk
B151CF54-7,402,1,142.55,2,2,3,7,Potential Loyalist
B152529E-4,66,1,110.74,4,2,2,8,Potential Loyalist
B1525455-D,169,1,46.41,3,2,1,6,At Risk
B1525D81-9,8,6,480.45,4,4,4,12,Champions
B1529667-0,382,1,49.61,2,2,1,5,At Risk
B152DBB8-8,388,1,65.81,2,2,2,6,At Risk
B1533D56-F,90,2,162.27,4,3,3,10,Loyal
B15356E9-7,104,13,838.39,3,4,4,11,Champions
B15378C0-C,238,1,41.65,2,2,1,5,At Risk
B1545D24-0,50,16,1164.08,4,4,4,12,Champions
B154A68C-5,361,4,226.72,2,4,4,10,Loyal
B154BD46-1,243,2,243.57999999999998,2,3,4,9,Loyal
B154F0FA-9,52,7,644.36,4,4,4,12,Champions
B1550D10-7,80,2,89.52000000000001,4,3,2,9,Loyal
B1557E90-E,424,1,155.77,1,2,3,6,At Risk
B1558AB5-7,43,4,363.35,4,4,4,12,Champions
B155B8D5-A,190,1,67.44,3,2,2,7,Potential Loyalist
B155CF69-2,320,1,91.77,2,2,2,6,At Risk
B1560237-C,480,2,197.14000000000001,1,3,3,7,Potential Loyalist
B15617B5-6,471,1,49.0,1,2,1,4,Lost
B1568BD3-9,92,4,387.84000000000003,4,4,4,12,Champions
B156BDC8-D,38,12,610.99,4,4,4,12,Champions
B156D974-4,186,1,49.01,3,2,1,6,At Risk
B157478B-E,366,2,111.05,2,3,2,7,Potential Loyalist
B1580933-1,268,1,88.32,2,2,2,6,At Risk
B1581C35-1,68,3,194.52999999999997,4,4,3,11,Champions
B158615A-E,288,5,708.49,2,4,4,10,Loyal
B158CD37-4,572,1,49.0,1,2,1,4,Lost
B1593022-D,15,3,235.28,4,4,4,12,Champions
B1598C09-F,177,3,157.29,3,4,3,10,Loyal
B159E125-0,65,4,320.15,4,4,4,12,Champions
B159E3C9-F,489,3,154.98,1,4,3,8,Potential Loyalist
B15A6237-3,610,1,91.19,1,2,2,5,At Risk
B15A9155-5,23,3,242.06,4,4,4,12,Champions
B15A9303-A,398,2,139.1,2,3,3,8,Potential Loyalist
B15A9385-1,398,2,112.83,2,3,2,7,Potential Loyalist
B15A999F-1,283,1,49.0,2,2,1,5,At Risk
B15A9E94-B,243,1,39.2,2,2,1,5,At Risk
B15ABB2B-B,437,1,49.0,1,2,1,4,Lost
B15AD244-8,49,8,431.73,4,4,4,12,Champions
B15AE2F5-9,92,2,194.78,4,3,3,10,Loyal
B15B1797-1,5,77,6653.16,4,4,4,12,Champions
B15B32B2-E,11,6,358.37,4,4,4,12,Champions
B15B4306-F,377,2,165.59,2,3,3,8,Potential Loyalist
B15B8005-D,47,4,200.07,4,4,3,11,Champions
B15BBC98-3,129,2,100.59,3,3,2,8,Potential Loyalist
B15BD651-5,176,2,259.27,3,3,4,10,Loyal
B15C9203-A,182,2,83.3,3,3,2,8,Potential Loyalist
B15CA950-A,458,1,49.0,1,2,1,4,Lost
B15CAF6C-E,81,5,215.6,4,4,3,11,Champions
B15CC3E0-5,150,2,93.1,3,3,2,8,Potential Loyalist
B15CDC2E-D,433,1,72.88,1,2,2,5,At Risk
B15D4363-3,61,1,56.95,4,2,2,8,Potential Loyalist
B15D5AE2-A,165,1,41.65,3,2,1,6,At Risk
B15D5D1B-2,137,6,414.33000000000004,3,4,4,11,Champions
B15D6D21-D,566,1,49.0,1,2,1,4,Lost
B15D7A5B-4,121,2,90.65,3,3,2,8,Potential Loyalist
B15DE3CE-0,295,2,230.74,2,3,4,9,Loyal
B15E1241-8,132,2,95.55,3,3,2,8,Potential Loyalist
B15E3A19-1,2,2,235.81,4,3,4,11,Champions
B15E3C8C-E,704,1,134.61,1,2,3,6,At Risk
B15E661D-2,65,20,1499.73,4,4,4,12,Champions
B15E866B-A,440,1,91.16,1,2,2,5,At Risk
B15E9141-0,56,6,334.51,4,4,4,12,Champions
B15E9E78-0,123,3,252.94,3,4,4,11,Champions
B15ECD8A-6,627,1,101.26,1,2,2,5,At Risk
B15F3598-E,296,4,293.87,2,4,4,10,Loyal
B15FAE8B-A,608,2,153.03,1,3,3,7,Potential Loyalist
B15FF1A7-6,189,3,253.12,3,4,4,11,Champions
B1600DD3-E,62,6,316.07,4,4,4,12,Champions
B1601E3A-4,266,1,190.3,2,2,3,7,Potential Loyalist
B16054F7-0,324,3,124.95,2,4,3,9,Loyal
B1606592-B,125,4,352.04999999999995,3,4,4,11,Champions
B160AF29-6,84,3,226.19,4,4,4,12,Champions
B16127C0-D,218,3,147.20999999999998,3,4,3,10,Loyal
B1612F1C-F,19,1,79.82,4,2,2,8,Potential Loyalist
B1616115-1,100,3,191.22,3,4,3,10,Loyal
B1619F11-F,394,1,46.55,2,2,1,5,At Risk
B161F191-1,580,1,87.38,1,2,2,5,At Risk
B1621717-3,86,4,288.76,4,4,4,12,Champions
B1629956-8,91,5,478.71,4,4,4,12,Champions
B162AD84-0,179,1,44.1,3,2,1,6,At Risk
B162AEAB-3,9,1,39.2,4,2,1,7,Potential Loyalist
B162F2D2-3,648,1,126.99,1,2,3,6,At Risk
B1630353-E,484,1,46.55,1,2,1,4,Lost
B1631AEF-A,307,1,46.55,2,2,1,5,At Risk
B1639F14-8,382,2,287.53,2,3,4,9,Loyal
B1641D52-4,552,1,39.2,1,2,1,4,Lost
B1642991-3,65,2,188.26,4,3,3,10,Loyal
B1644235-4,6,2,116.21,4,3,2,9,Loyal
B1644712-9,661,1,122.16,1,2,2,5,At Risk
B1644814-E,172,1,92.76,3,2,2,7,Potential Loyalist
B164550B-3,241,3,185.64,2,4,3,9,Loyal
B16464E8-0,280,5,364.1,2,4,4,10,Loyal
B164D795-9,293,1,44.1,2,2,1,5,At Risk
B164E25A-F,31,11,899.31,4,4,4,12,Champions
B1662D2A-8,243,2,120.07,2,3,2,7,Potential Loyalist
B166681C-B,6,2,292.65999999999997,4,3,4,11,Champions
B16673B7-2,395,2,73.5,2,3,2,7,Potential Loyalist
B166BA60-9,301,10,1006.27,2,4,4,10,Loyal
B166F8A6-A,87,2,216.75,4,3,3,10,Loyal
B1674F62-B,496,1,112.23,1,2,2,5,At Risk
B1676133-5,556,1,49.0,1,2,1,4,Lost
B167B3AE-D,537,1,49.0,1,2,1,4,Lost
B167B41A-1,285,1,46.55,2,2,1,5,At Risk
B16839DE-2,453,2,95.55,1,3,2,6,At Risk
B16841A8-2,459,3,297.12,1,4,4,9,Loyal
B169025F-8,398,1,44.1,2,2,1,5,At Risk
B1698BC5-E,480,2,198.3,1,3,3,7,Potential Loyalist
B1699F33-3,282,3,167.29000000000002,2,4,3,9,Loyal
B169B249-E,580,1,49.0,1,2,1,4,Lost
B16A0F1A-4,13,2,220.91,4,3,3,10,Loyal
B16A202C-D,383,1,87.91,2,2,2,6,At Risk
B16A3B29-D,431,1,49.0,1,2,1,4,Lost
B16AC2FB-D,80,6,533.04,4,4,4,12,Champions
B16ACE0E-C,55,3,155.3,4,4,3,11,Champions
B16AE717-0,220,2,132.19,3,3,3,9,Loyal
B16B01A5-E,219,1,39.2,3,2,1,6,At Risk
B16B0586-B,5,22,1680.69,4,4,4,12,Champions
B16B0DF7-C,1,6,510.2,4,4,4,12,Champions
B16B5D01-C,225,4,215.83,2,4,3,9,Loyal
B16B6562-2,186,2,85.75,3,3,2,8,Potential Loyalist
B16B778E-5,211,10,580.89,3,4,4,11,Champions
B16B8442-B,505,3,239.09,1,4,4,9,Loyal
B16B90C8-C,193,1,85.02,3,2,2,7,Potential Loyalist
B16C278D-A,47,4,520.27,4,4,4,12,Champions
B16C678E-C,522,1,41.65,1,2,1,4,Lost
B16C7218-5,195,5,407.81,3,4,4,11,Champions
B16C959C-A,271,1,156.44,2,2,3,7,Potential Loyalist
B16CBF16-0,626,1,54.3,1,2,2,5,At Risk
B16CE8F5-F,2,12,656.51,4,4,4,12,Champions
B16D3DA7-1,48,9,618.97,4,4,4,12,Champions
B16D4B6F-7,97,8,445.83,3,4,4,11,Champions
B16D6E96-5,123,5,311.37,3,4,4,11,Champions
B16DAB3C-E,26,1,76.21,4,2,2,8,Potential Loyalist
B16DED18-3,185,5,281.68,3,4,4,11,Champions
B16DFD24-9,12,9,568.99,4,4,4,12,Champions
B16E4DB3-F,165,6,428.78999999999996,3,4,4,11,Champions
B16E4DCF-2,60,4,181.3,4,4,3,11,Champions
B16E81D8-5,463,1,192.97,1,2,3,6,At Risk
B16EB85C-F,182,1,49.0,3,2,1,6,At Risk
B16F53B5-F,576,1,41.65,1,2,1,4,Lost
B16F9EC8-C,511,2,102.59,1,3,2,6,At Risk
B16FF798-C,452,1,49.0,1,2,1,4,Lost
B16FF8A9-9,519,2,244.71,1,3,4,8,Potential Loyalist
B17041D0-5,330,3,178.11,2,4,3,9,Loyal
B1704E69-B,52,5,238.1,4,4,4,12,Champions
B1705484-5,185,1,46.55,3,2,1,6,At Risk
B170926D-5,360,1,44.1,2,2,1,5,At Risk
B170BE52-4,162,1,95.82,3,2,2,7,Potential Loyalist
B170EC3F-9,712,1,49.0,1,2,1,4,Lost
B1713A09-2,134,1,164.06,3,2,3,8,Potential Loyalist
B171A574-A,565,1,218.18,1,2,3,6,At Risk
B171A98E-8,492,1,95.56,1,2,2,5,At Risk
B1730A3C-2,11,5,387.46,4,4,4,12,Champions
B173F8B9-9,458,1,86.62,1,2,2,5,At Risk
B17427F1-9,129,6,543.85,3,4,4,11,Champions
B1747050-C,184,2,98.0,3,3,2,8,Potential Loyalist
B174827B-3,49,3,229.14,4,4,4,12,Champions
B174B4A5-7,279,2,154.04000000000002,2,3,3,8,Potential Loyalist
B174D31C-B,546,2,143.25,1,3,3,7,Potential Loyalist
B174E571-3,529,2,114.3,1,3,2,6,At Risk
B174EB6E-7,467,3,197.1,1,4,3,8,Potential Loyalist
B1751019-0,606,1,164.35,1,2,3,6,At Risk
B17558BD-F,3,12,901.84,4,4,4,12,Champions
B1757E7D-F,313,2,301.6,2,3,4,9,Loyal
B175A6F1-2,79,1,117.04,4,2,2,8,Potential Loyalist
B175B703-E,305,3,162.32999999999998,2,4,3,9,Loyal
B1760529-4,377,4,265.5,2,4,4,10,Loyal
B17606B3-4,156,20,1419.29,3,4,4,11,Champions
B1763063-1,33,4,241.95,4,4,4,12,Champions
B1763B67-A,132,1,41.65,3,2,1,6,At Risk
B1768929-0,669,1,44.1,1,2,1,4,Lost
B176AF1B-5,60,2,99.05,4,3,2,9,Loyal
B176D85E-1,422,1,49.0,1,2,1,4,Lost
B176E71F-3,51,7,416.96999999999997,4,4,4,12,Champions
B176F620-6,550,1,49.0,1,2,1,4,Lost
B177116D-F,51,1,49.0,4,2,1,7,Potential Loyalist
B1771709-A,39,3,218.8,4,4,3,11,Champions
B177504A-9,242,3,153.25,2,4,3,9,Loyal
B177A5D9-3,499,2,175.3,1,3,3,7,Potential Loyalist
B177D277-0,220,2,131.74,3,3,3,9,Loyal
B177DAD9-A,382,1,46.55,2,2,1,5,At Risk
B177F7D8-C,309,1,82.8,2,2,2,6,At Risk
B1781B4A-2,193,2,128.76,3,3,3,9,Loyal
B1783776-8,497,1,46.55,1,2,1,4,Lost
B1783C5D-7,273,1,119.41,2,2,2,6,At Risk
B178C0FF-0,115,1,39.2,3,2,1,6,At Risk
B1792CEE-7,568,1,60.88,1,2,2,5,At Risk
B1795D4E-9,65,1,127.29,4,2,3,9,Loyal
B1799AF4-3,407,1,89.21,2,2,2,6,At Risk
B179A5CC-D,245,5,273.23,2,4,4,10,Loyal
